project_id:ID(Project),acronym,title,status
101153815,CPRrescue,Identifying ChloroPlast Ribosome rescue mechanisms under genetically induced and environmental stresses,SIGNED
101153826,RAPT,Lipid droplets and phytovirus infection,SIGNED
101153827,GreenPeroInk,"Scalable processing of highly stable, flexible multi-junction perovskite solar cells from green inks",SIGNED
101153830,JIROborn,Unravelling the role of Pneumocystis jirovecii in utero infection in early and late pulmonary diseases of very preterm infants.,TERMINATED
101153845,SemanticV2X,Semantic V2X communications: a paradigm shift towards scalable V2X networks,SIGNED
101153849,miRAQEL,Statistical Methods for Accurate Quantification of MicroRNA Expression via Small RNA Sequencing,SIGNED
101153855,Micro-Insulin,Prototype Spiked Microcapsule based Oral Insulin Pill For Diabetes.,SIGNED
101153856,PATHWAYS,Photoinduced ultrafast carriers and thermal effects within metasurfaces for light-driven catalysis,SIGNED
101153869,SMART,SMART (Sponge Microbiome’s Adaptation and Resilience to Thermal stress),SIGNED
101153875,EduCanon,"Unlocking the Keys to Literacy: Phonology, Rhetoric, and Early Chinese Pedagogy",SIGNED
101153876,NANO-PEFIS,A combined photoelectrochemical and fluorescence imaging system for investigating nanoparticle-cell interactions,SIGNED
101153880,ISHMAEL,Inquiry into Scarcity: How Modernity Acted for Equality Limitations,SIGNED
101153882,GDRJEWS,The German Democratic Republic's Jewish Diplomacy and Coming to Terms with the Past,SIGNED
101153891,VIRUPS,Interaction between plant viruses and the Ubiquitin-Proteasome System,SIGNED
101153901,CHRONOPIA,Circadian rHythms and theiR associatiON with myOPIA,SIGNED
101153902,SymFlux,The role of symbiont diversity in resilience to temperature fluctuations.,SIGNED
101153909,LIGNIN-IB-PEROXIDASE,Ligninolytic Enzymes: Keys to unlock the hidden potential of lignin,SIGNED
101153910,REDECORATE,REcommissioning and DEorbiting using Cubesat swarms with electrO spRAy ThrusTErs,SIGNED
101153913,BioPesTY,BioPesTY: Safe and eco-friendly biopesticides made by yeast fermentation,SIGNED
101153914,WOMEN JUSTICE,"Women agencies, knowledge of normativity and sexualities: uses of justice in the Río de la Plata (17th-18th centuries)",SIGNED
101153920,BIOinFILM,Shedding light on the key molecular determinants regulating 3D diffusion and activity of antimicrobials in bacterial biofilms.,SIGNED
101153928,Waste4Bio,Waste4Bio: Advancing Food Waste Utilization Through Multiplatform Biorefinery,SIGNED
101153931,SmartHAB,Sensing Microbial Activities Related To Harmful Algae Blooms,SIGNED
101153933,G-TScon2D,Gated Twisted 2D Superconductor Devices for Quantum Technologies (G-TScon2D),SIGNED
101153937,CosMechNuclides,Quantifying fault response to enhanced climate-driven erosion using cosmogenic nuclides and geomechanical models,SIGNED
101153946,ELECTROCARB,Electrochemical fixation of carbon dioxide into adipic acid in a membraneless electrolyser with non-sacrifical anodes,SIGNED
101153950,IMAGiN-IT,Identifying Metabolic dysregulation to Guide Novel FOXP-ID/ASD Therapies,SIGNED
101153953,POPS for Youth,Shedding new light on Privately Owned Public Spaces (POPS) to improve social inclusion: facilitating POPS for youths’ social activities,SIGNED
101153960,XUVPM,Extreme Ultraviolet Ptychographic Microscopy,SIGNED
101153969,EMPIRELAB,"Subaltern Workers, Labour Relations, and Empire Building in the Portuguese Estado da Índia (1510-1663)",SIGNED
101153975,TADIM,Tayloring Decoherence in Large Molecules,SIGNED
101153985,Circanycyte,Circadian regulation of tanycytes: its role in the regulation of rhythmic physiology in health and in circadian misalignment,SIGNED
101153987,HAMLU,How does human agency shape machine learning understanding?,SIGNED
101153990,AIRSEA-PLASTIC,Emission of marine microplastics by waves and wind: A key mechanism for global microplastic dispersal?,SIGNED
101153998,In4All,"Bridging accessibility, participation and inclusion with automatic live subtitles",SIGNED
101154004,CARAVAGGIO,"Coupling volcAnotectonics, numeRical modelling, experimentAl constraints, and Volcanic thermAl emissions to unravel crustal maGma miGratIOn",SIGNED
101154005,DeSTENy,SpatioTemporal Diversification of Enteric Nervous system,SIGNED
101154015,MicroBeaCh,Microfluidic Platform for Analyzing Sperm Flagellar Beating in a Chemical Gradient,SIGNED
101154017,SUBCARB,Deciphering subsurface carbon fixation,SIGNED
101154019,ADVCATALNANOMAT,Design of efficient catalytic nanomaterials as a pillar of a sustainable economy,SIGNED
101154023,AAPP,The Ancient’s Affective Perception of the Past: Shaping a Philosophical Framework for Archeology,SIGNED
101154035,SuperLoco,Supervised mechanisms for locomotor learning in the cerebellum,SIGNED
101154087,ECoSync,Emotional COupling in interpersonal SYNChronization,SIGNED
101154088,UTIFE,Development and characterisation of ultrafine hierarchically structured eutectic Ti-Fe-based alloys using additive manufacturing and advanced tomographic techniques,SIGNED
101154089,CHAINS,Chain expulsions: Syrian refugee returns from Europe and Lebanon (CHAINS),SIGNED
101154092,e-Authopia,Authoritarian Smart City,TERMINATED
101154094,CF.Nbs.PA-SA,Development of Nanobodies against Pseudomona aeruginosa and Staphylococcus aureus and evaluation as immunotherapeutics,SIGNED
101154100,OFFSET,Perovskite Ferroelectric Materials For Sustainable Energy Technologies,CLOSED
101154104,DESCRIBE,MultimoDal tEnsor fuSion and Completion foR patient-taIlored catheter aBlation of persistEnt atrial fibrillation,SIGNED
101154110,MITCOM,High-Performance Millimeter-Wave and Terahertz Components Based on Spoof Surface Plasmon Polaritons for Next-Generation Communications,SIGNED
101154117,PhotoMaKEASIA,Photography in the Making of Knowledge: European Art-historical and Scientific Investigations on Asia,SIGNED
101154126,LUSt,Learning a Universal Similarity Function,SIGNED
101154127,Prosec.co,Voluntary Prosecution in its Ancient Greek Context,SIGNED
101154130,CrisEU,Reinvented through Crises: The Political Economy of the Western European Left within European Integration,SIGNED
101154132,BIOTAC,Microbial extracellular polymeric substances based-technology for selenium removal from drinking and wastewater using CSTR and UASB reactors,SIGNED
101154160,DnReLU,Decision noise in reward-guided learning amidst option unavailability,SIGNED
101154161,NISP,Characterization of natural and modified plant nucleotide-based immunity signals as potential agents for crop protection,SIGNED
101154177,MarrowMimi,A bone marrow mimicry bioreactor for cost effective production of hematopoietic stem cells,SIGNED
101154191,BES.WIRE,Bioelectrochemical Systems with Immobilized Redox Mediators for Power-to-Methane Conversion,SIGNED
101154194,MEW,Multirotor Estimation of Wind,SIGNED
101154199,SMetRI,Deciphering the role of Sterol Metabolism in the Plant-Rhizobiome Interaction and their effects in plant performance,SIGNED
101154204,ThiMa,Things that Matter: Mobility and Agency of Everyday Objects in Late Medieval Italy,SIGNED
101154214,Trained_Lung,Pneumonia induced trained immunity as a driver of pathogenic inflammation within the lung,SIGNED
101154222,PROTECT,Mechanisms underlying functional disabilities in chronic musculoskeletal pain: the role of protective factors,SIGNED
101154224,RAMIFICATIONS,Tracing Ramifications: The Contemporary Artists' Periodical in the Expanded Field of Arts Publishing,SIGNED
101154240,PoEMM,Plasmodium Exploitation of Liver-specific Methionine Metabolism,SIGNED
101154245,BISCUITS,Multi-Omics-based BIomarker Signatures of dietary Carbohydrates qUalITy and risk of chronic diseaseS.,SIGNED
101154247,CLEAR,Cross-linguistic influence during real-time processing in child heritage speakers,SIGNED
101154248,SafeREG,Probabilistic Non-Rigid Registration for Safe Brain Tumor Resection,SIGNED
101154254,noCOLDmore,Reprogramming eNdOthelial cells in immune-COLD tuMORs,SIGNED
101154260,TimeToConnect,Linking time encoded in neural stem cells to neuronal networks through development and evolution,SIGNED
101154262,GenderHPT,Gender and Intersectionality in the History of Political Thought-The Cases of Mary Hays and George Wallace,SIGNED
101154272,COFAM,Community formation in active-matter systems,SIGNED
101154277,S3EM,A Semantic 3D Energy Model for Prosumer With Integrated Photovoltaics Systems,SIGNED
101154283,REXHALODYN,Regular and Exotic behavior in Hamiltonian and low-dimensional dynamical systems,SIGNED
101154299,IN-FACT,INitiation FActor 3 as target in Cancer Therapy,SIGNED
101154312,MIMETIC,Deciphering the role of the Mycobacterium tuberculosis exometabolome in mycobacterial virulence,SIGNED
101154316,FLOOD-SHAB,Structural Health Assessment of Bridges during and after FLOOD events,SIGNED
101154320,TOGETHER,Smart source leveraging advanced multimode fiber and machine learning towards metrology applications,TERMINATED
101154335,FLUOR-DIOX,"Migratory 1,n-fluoroalkylcarboxylation of non-activated alkenes via dual photoredox/ Nickel catalysis",SIGNED
101154353,SIG-STM,Investigating Quantum Phases at Extreme Charge Doping Limit by Scanning Tunneling Microscopy,SIGNED
101154355,StereoNOne,Molecular Editing Towards Non-Classical Carbocations Enables Unprecedented Stereocontrolled SN1 Reactions,TERMINATED
101154357,MINDSET,Mechanical Impact on Non-silicon Devices: Stress Effects on Technology,SIGNED
101154359,PhLex,Phylogenetic Lexification: Patterns of meaning through time,TERMINATED
101154361,REPOC,Resonant excitation of  phonons in semiconductor nanostructures exploiting open optical cavity,SIGNED
101154364,FascistPrehistory,Fascist Prehistory: Nationalist and Internationalist dimensions of the human origin researches in the fascist capital (1925-1942),SIGNED
101154365,GREEKPOP,Greek Populism: a Political History,SIGNED
101154385,VAPOR,Unveiling the impacts of vapor pressure deficit on forest productivity,SIGNED
101154386,HARVEST,Harnessing Ammonia Reactivity Via PhotoElectrochemical Splitting by Molecular CaTalysts,SIGNED
101154394,StoConYuQED,Stochastic Quantisation of Quantum Field Theories with Bosons and Fermions,SIGNED
101154396,EpiPrevent,The P2X7 receptor as treatment target for traumatic brain injury-induced epilepsy,SIGNED
101154408,HOLO-CWEED,UNDERSTANDING OPPORTUNISTIC SEAWEED HOLOBIONTS: HOW THE INTERACTION WITH THEIR MICROBIOME MODULATES THEIR METABOLOME?,SIGNED
101154409,InSpeech,Empirical and theoretical assessment of the links between inner speech and insight,SIGNED
101154411,Chiral-Beta,Asymmetric carbyne catalytic transfer to streamline synthesis of chiral β-amino carbonyls,SIGNED
101154412,CYCLER,Understanding chemical recycling of solid plastic waste via theoretical approach,SIGNED
101154417,AgriGate,Mechanisms of Soil Restructuring by Bacterial Aggregates: towards a more efficient and resilient Agriculture,SIGNED
101154421,EMAMs,Additive Manufacturing of Molecular-Level-Engineered SiCN Ceramic Modified with Carbon Nanofibers/Transition Metal Carbides towards Next-Generation Structural Electromagnetic Metamaterials,SIGNED
101154422,ATESCA,Radiometer based on nonlinear microwave to optical conversion in a resonator.,SIGNED
101154423,AIDDRI,Artificial Intelligence Driven Design of Resorbable Implants,SIGNED
101154427,EPiC-VFG,The mystery of differentiation: exploring the link between enhancer priming and cell cycle in ventral foregut stem cells,SIGNED
101154430,ME-COMPLEX,Fundamental study of siderophore-metal complexes with electrospray ionization in-source activation ion mobility-mass spectrometry,CLOSED
101154436,Mito-MechaMet,"Mitochondrial nanoscale morpho-functional remodeling in MechanoMetabolism: sense force, change shape, modulate energy.",SIGNED
101154447,NEAT,Non-linear Existential Arithmetic Theories,SIGNED
101154453,MARHEALTH,Assessing Human Health Impacts of Maritime Air Pollution,SIGNED
101154457,MeSeCA,Medieval Serbian Charters Action - Towards a Digital Edition of the Royal Charters of Medieval Serbia,SIGNED
101154464,EUSEAGE,"Critical, Bottom-up and Material Geopolitics of the European Union in the Black Sea",SIGNED
101154470,MOTOTRANS,Light-driven molecular motors to trigger transmembrane transport of anions,SIGNED
101154482,PrecisionTopMass,Precision QCD @ LHC using Energy Correlators,CLOSED
101154487,HRMSCA,Formation and high-resolution spectroscopic characterization of carbonic acid,SIGNED
101154490,WASTEtoSAFETY,A CIRCULAR ECONOMY APROACH FOR THE VALORIZATION OF ORANGE PEEL WASTE TO ESTABLISH FOOD SAFETY,SIGNED
101154497,ExploDES,"ExploDES: Exploration of the Diversity of European Solenogastres (Mollusca, Aplacophora)",SIGNED
101154499,INAC-LEO,When Satellite Navigation Meets Satellite Communication in Low-Earth-Orbit Satellite Systems,CLOSED
101154514,HOTWIND,Holistic seismic risk assessment of deteriorating offshore wind turbines considering global warming,SIGNED
101154525,FundBHspec,Fundaments of Black Hole Spectroscopy,SIGNED
101154533,BIRDEMBRYOS,Evolution of embryonic development across the Preocial-Altricial spectrum in birds,SIGNED
101154535,CRITTER,Strengthening the Critical Raw Material Independence of the EU through thermochronology,SIGNED
101154542,MIGTRIBUTION,Migration Waves and their Contributions to Economic and Political Institutions in Origin Countries,SIGNED
101154545,RAGE,Rethinking Affective Game Epistemologies (RAGE): Investigating how knowledge is produced and put to use in affective gaming,SIGNED
101154559,SUPERSTITIOUS,"Superstition, Material Religion and Hıdrellez in Turkey",SIGNED
101154563,EDYSC,Out-of-equilibrium dynamics of spatially confined Hamiltonian systems.,CLOSED
101154567,SolProDet,Solution-processed toxic metal-free alloy colloidal quantum dots for self-powered near-infrared photodetector application,SIGNED
101154576,NEUROGLIOSOLVE,"RNA biology and neuroglial function: resolving the cellular and subcellular transcriptome in myotonic dystrophy brains, towards new brain gene therapy",SIGNED
101154579,VARIFN,VARIFN: Understanding variation in the type I interferon response and its impact on infection susceptibility in humans.,SIGNED
101154581,MAMIP,Knowledge Management and Models of Interoperability in Peace Operations,SIGNED
